"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.327766570E2,-2.236725616E1,-4.859606934E1,1.033805847E0
1.328066110E2,-2.250567627E1,-4.822977829E1,-8.943939209E-1
1.328365640E2,-2.298160553E1,-4.766957474E1,-2.943054199E0
1.328665169E2,-2.295118713E1,-4.743767548E1,-4.219009399E0
1.328964709E2,-2.278536987E1,-4.754106140E1,-4.771919250E0
1.329264239E2,-2.226837158E1,-4.762997818E1,-5.100883484E0
1.329563769E2,-2.207632446E1,-4.763319778E1,-4.088729858E0
1.329863299E2,-2.217975616E1,-4.795378494E1,-3.015899658E0
1.330162839E2,-2.286845398E1,-4.792636871E1,-1.742774963E0
1.330462369E2,-2.385350800E1,-4.779348373E1,1.632614136E-1
1.330761899E2,-2.530340576E1,-4.736141586E1,1.797927856E0
1.331061439E2,-2.721753693E1,-4.649377823E1,2.940826416E0
1.331360969E2,-2.791111755E1,-4.613053894E1,3.047348022E0
1.331660499E2,-2.764472961E1,-4.615435028E1,2.100791931E0
1.331960039E2,-2.699973297E1,-4.640106583E1,5.383224487E-1
1.332259569E2,-2.605924225E1,-4.668189240E1,-1.093124390E0
1.332559099E2,-2.468365479E1,-4.708942413E1,-2.684997559E0
1.332858629E2,-2.320832825E1,-4.741932297E1,-4.096946716E0
1.333158169E2,-2.174983215E1,-4.775288773E1,-5.841506958E0
1.333457699E2,-2.061351776E1,-4.789258194E1,-7.292503357E0
1.333757229E2,-1.987831879E1,-4.805064774E1,-8.034484863E0
1.334056769E2,-1.926950836E1,-4.825778580E1,-8.896873474E0
1.334356299E2,-1.852706146E1,-4.871915817E1,-8.497093201E0
1.334655829E2,-1.875635529E1,-4.888063812E1,-8.069290161E0
1.334955369E2,-2.034140778E1,-4.855156708E1,-7.728103638E0
1.335254899E2,-2.161674500E1,-4.807285690E1,-8.584686279E0
1.335554429E2,-2.254534912E1,-4.741047287E1,-1.055478668E1
1.335853959E2,-2.221121216E1,-4.725143433E1,-1.203154755E1
1.336153499E2,-2.164426422E1,-4.750187683E1,-1.187410736E1
1.336453029E2,-2.101634979E1,-4.795232391E1,-1.122329712E1
1.336752559E2,-2.082841492E1,-4.813873291E1,-1.062694550E1
1.337052099E2,-2.074182129E1,-4.818033600E1,-1.003021240E1
1.337351629E2,-2.095670319E1,-4.866294098E1,-9.063453674E0
1.337651159E2,-2.144442749E1,-4.882674789E1,-6.589118958E0
1.337950699E2,-2.218016815E1,-4.909560394E1,-4.380401611E0
1.338250229E2,-2.246051025E1,-4.911834717E1,-3.849525452E0
1.338549757E2,-2.246738434E1,-4.905238724E1,-4.306228638E0
1.338849288E2,-2.209823608E1,-4.902928925E1,-5.221527100E0
1.339148828E2,-2.104862213E1,-4.916487122E1,-5.203323364E0
1.339448358E2,-2.006914520E1,-4.936604309E1,-6.245254517E0
1.339747888E2,-1.881757355E1,-4.944592285E1,-7.765655518E0
1.340047427E2,-1.778032684E1,-4.911060333E1,-1.018394470E1
1.340346958E2,-1.667922974E1,-4.885530090E1,-1.226615906E1
1.340646488E2,-1.565347290E1,-4.892285156E1,-1.348435974E1
1.340946018E2,-1.485927582E1,-4.896026230E1,-1.378675842E1
1.341245558E2,-1.427597046E1,-4.930667877E1,-1.346057892E1
