"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
5.048127417E0,-3.639620245E-1,3.639563620E-1,-1.955809593E-1
5.063158417E0,-3.432038724E-1,5.340551138E-1,-1.730287224E-1
5.078189417E0,-2.061950117E-1,7.148635387E-1,-1.309307516E-1
5.093221417E0,-5.795644596E-2,7.928094268E-1,-8.841282129E-2
5.108252417E0,2.554190904E-2,7.122099400E-1,-6.590538472E-2
5.123283417E0,-3.721530363E-2,5.925866961E-1,-6.874460727E-2
5.138314417E0,-2.038798630E-1,6.351792216E-1,-3.164560720E-2
5.153345417E0,-3.425223529E-1,9.057387114E-1,1.465072297E-2
5.168376417E0,-4.004165232E-1,1.021985650E0,-1.514285803E-2
5.183407417E0,-3.589729071E-1,8.549563885E-1,-4.898504168E-2
5.198439417E0,-2.225748152E-1,5.679313540E-1,6.053991616E-3
5.213470417E0,-5.851686373E-2,3.648621738E-1,6.814027578E-2
5.228501417E0,4.270163551E-2,3.709648252E-1,3.739248216E-2
5.243532417E0,2.349451371E-2,5.065852404E-1,-6.712377071E-2
5.258563417E0,-7.355470955E-2,5.353597999E-1,-1.733231395E-1
5.273594417E0,-1.149519831E-1,3.486606777E-1,-1.586277336E-1
5.288626417E0,-9.036222100E-2,1.631438136E-1,-8.886304498E-2
5.303657417E0,-4.781447351E-2,1.673583090E-1,-7.689177245E-2
5.318688417E0,-2.655671351E-2,3.450404406E-1,-1.653651297E-1
5.333719417E0,-5.476886779E-2,5.309089422E-1,-2.505540252E-1
5.348750417E0,-1.302023679E-1,6.063346863E-1,-2.787904739E-1
5.363781417E0,-2.056061924E-1,5.764675736E-1,-2.724437714E-1
5.378813417E0,-2.128149420E-1,4.628742337E-1,-2.586848438E-1
5.393844417E0,-1.282229275E-1,3.391859233E-1,-2.250735611E-1
5.408875417E0,1.705234987E-3,1.971289068E-1,-1.709152609E-1
5.423906417E0,1.148969978E-1,4.230570421E-2,-1.402030736E-1
5.438937417E0,1.773829609E-1,-4.741977528E-2,-1.209203899E-1
5.453968417E0,1.882553101E-1,-7.821390778E-2,-1.166499257E-1
5.469000417E0,1.831513643E-1,-1.005341262E-1,-1.260519475E-1
5.484031417E0,1.767103672E-1,-1.025325805E-1,-1.305057704E-1
5.499062417E0,1.772031486E-1,-9.737224132E-2,-1.190978289E-1
5.514093417E0,1.714476347E-1,-8.537714928E-2,-8.548568189E-2
5.529124417E0,1.554364413E-1,-8.205538988E-2,-4.494278505E-2
5.544155417E0,1.359248906E-1,-1.010382026E-1,-1.400773786E-2
5.559186417E0,1.277362257E-1,-1.126966774E-1,1.142528281E-2
5.574218417E0,1.432932913E-1,-1.139058396E-1,5.235619098E-2
5.589249417E0,1.798766106E-1,-1.587132663E-1,8.876693249E-2
5.604280417E0,2.216927111E-1,-2.447132468E-1,1.081946641E-1
5.619311417E0,2.660363019E-1,-3.430388570E-1,1.190398857E-1
5.634342417E0,3.056869209E-1,-4.232002497E-1,1.250031888E-1
5.649373417E0,3.337995112E-1,-4.554072022E-1,1.198092327E-1
5.664405417E0,3.453970551E-1,-4.248937368E-1,1.013440192E-1
5.679436417E0,3.338067830E-1,-3.571813405E-1,7.880759239E-2
5.694467417E0,2.966981232E-1,-2.883645594E-1,7.271057367E-2
5.709498417E0,2.378878146E-1,-2.568678856E-1,6.980746239E-2
5.724529417E0,1.741527021E-1,-2.694247961E-1,6.116584316E-2
5.739560417E0,1.295398623E-1,-3.165198267E-1,4.783482105E-2
5.754592417E0,1.092378870E-1,-3.706781864E-1,3.667035699E-2
