"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
8.884976208E0,-5.315048620E-3,-2.123106504E-3,-4.832632840E-6
8.914811208E0,7.085053250E-3,-2.948734909E-3,-2.746926621E-4
8.944645208E0,4.650615156E-4,-1.136946213E-2,3.557978198E-4
8.974479208E0,-6.280138623E-3,-1.278770808E-2,6.847754121E-4
9.004314208E0,-2.460885793E-3,-4.555477295E-3,-7.705455646E-4
9.034148208E0,-7.106823847E-3,-1.773699885E-3,-3.870474175E-4
9.063983208E0,-1.113686897E-2,9.972447297E-4,3.256948665E-3
9.093817208E0,-4.964531399E-4,8.606974967E-3,8.623627946E-4
9.123651208E0,6.002884358E-3,1.255345717E-2,2.512760460E-3
9.153486208E0,-2.906721085E-3,-6.478324067E-4,1.355147921E-3
9.183320208E0,-6.996335462E-3,-4.238418303E-3,2.498235554E-4
9.213155208E0,-1.124597806E-2,-9.939761832E-3,1.008316875E-3
9.242989208E0,-1.341658738E-2,-3.471165895E-3,9.989356622E-4
9.272823208E0,1.578692812E-3,-5.126012489E-3,-7.531605661E-5
9.302658208E0,9.037408046E-3,-8.846448734E-3,2.497924492E-3
9.332492208E0,-7.465155795E-5,2.403650898E-3,2.427600324E-3
9.362327208E0,4.197165836E-3,-2.541313879E-4,2.077053301E-3
9.392161208E0,-4.213321954E-3,-1.131448336E-2,-1.012470573E-3
9.421995208E0,-6.947165355E-3,-2.832889557E-3,1.710088924E-3
9.451830208E0,6.609179545E-3,2.679475350E-3,-1.076117158E-3
9.481664208E0,1.975385938E-3,2.637709258E-3,-2.353509888E-3
9.511498208E0,-8.358382620E-4,8.360187523E-3,2.201455645E-3
9.541333208E0,-2.174159512E-3,-5.284214858E-4,2.844090573E-3
9.571167208E0,2.976617310E-3,-6.023881026E-3,1.801851206E-3
9.601002208E0,8.400347084E-3,4.364811815E-3,-2.020969987E-6
9.630836208E0,5.971679464E-3,1.143332198E-2,-3.936141729E-4
9.660670208E0,1.287813298E-2,-1.812549308E-3,2.204848453E-3
9.690505208E0,6.316441577E-3,-9.063088335E-3,3.009325825E-3
9.720339208E0,6.529167760E-3,-1.278915536E-2,1.362089068E-3
9.750174208E0,6.993305404E-3,-8.947805502E-3,-1.302530523E-3
9.780008208E0,5.624001846E-3,5.783294328E-4,-2.590669319E-3
9.809842208E0,3.987686709E-3,1.588985906E-3,7.313312963E-4
9.839677208E0,-2.067847177E-3,-4.073729739E-3,2.683782950E-3
9.869511708E0,-8.404282853E-4,-1.691683196E-3,4.984335974E-4
9.899345708E0,6.694719661E-3,6.159848534E-3,9.812647477E-4
9.929180708E0,6.563425995E-3,9.700520895E-3,-4.243058152E-3
9.959014708E0,1.792549156E-4,-7.516099140E-4,1.250336878E-3
9.988849708E0,4.922865890E-3,-1.748296199E-3,2.448813058E-3
1.001868371E1,6.759840064E-3,2.959461883E-3,3.603843041E-3
1.004851771E1,2.364090178E-3,-2.153775189E-3,-1.252932940E-3
1.007835271E1,3.087585792E-3,7.161920890E-3,-3.362288699E-3
1.010818671E1,3.619136056E-3,3.702889662E-3,-2.185731661E-3
1.013802171E1,-4.430274479E-3,1.838257420E-3,-1.651986968E-3
1.016785571E1,-1.100737508E-2,1.891300315E-3,-7.972028106E-5
1.019768971E1,-3.092664294E-3,1.042597927E-2,8.966317400E-4
1.022752471E1,1.964123920E-3,1.220479957E-3,-2.058006357E-3
1.025735871E1,-4.171415232E-3,-7.546722423E-3,9.808139876E-4
1.028719371E1,-2.721481957E-3,-1.635481603E-2,1.513648778E-3
1.031702771E1,-8.274439722E-3,-2.615791187E-2,1.497936435E-3
1.034686171E1,-5.937227514E-3,-1.889173128E-2,-2.233334817E-3
1.037669671E1,-5.974399857E-3,-4.181285389E-3,-1.118604094E-3
1.040653071E1,-4.929125309E-3,1.001386717E-2,-1.246539410E-3
1.043636471E1,-3.115075175E-3,1.414797734E-2,-4.979967140E-3
1.046619971E1,-2.502398565E-4,1.918393001E-2,-2.017229330E-3
1.049603371E1,-4.984284751E-3,5.396595225E-3,3.212289885E-4
1.052586871E1,-7.596037351E-3,-2.596740611E-3,-1.765408553E-3
1.055570271E1,-1.057599764E-2,-1.944874413E-3,-5.830163136E-4
1.058553671E1,-4.792278633E-3,-1.645301469E-2,-4.078090657E-3
1.061537171E1,-1.398433931E-3,-7.849881425E-3,-1.920433715E-4
1.064520571E1,7.059509400E-3,8.316284511E-4,3.336807713E-3
1.067504071E1,-2.933085896E-3,-1.223604567E-2,4.104484804E-3
1.070487471E1,-5.433253478E-3,-3.176359925E-3,9.930636734E-4
1.073470871E1,9.799391031E-3,-2.817157423E-3,2.358108759E-5
1.076454371E1,8.686301298E-4,-1.303342637E-3,-2.894066740E-3
1.079437771E1,-4.755044356E-4,2.439066768E-3,2.867881209E-3
1.082421171E1,-5.585221108E-3,4.789866041E-3,5.941207521E-3
1.085404671E1,-1.011904329E-3,9.597606957E-3,2.356376499E-3
1.088388071E1,9.338407777E-3,5.451830104E-3,-2.529378049E-3
1.091371571E1,1.201186981E-2,9.332039626E-4,-1.521299127E-3
1.094354971E1,7.796923630E-3,2.451773500E-3,1.143104397E-3
1.097338371E1,1.086874679E-2,3.051564563E-3,1.995261759E-3
1.100321871E1,5.109000020E-3,5.406801589E-3,2.570402808E-3
1.103305271E1,5.597886629E-4,-7.613925729E-3,7.129274309E-5
1.106288771E1,1.514871605E-3,-1.221010368E-2,-5.512218922E-4
1.109272171E1,5.136377178E-3,-5.798343569E-3,1.960569061E-3
1.112255571E1,8.698161691E-3,-2.864880953E-4,9.002322331E-4
1.115239071E1,1.043779217E-2,3.721724497E-3,2.862950787E-3
1.118222471E1,1.253795158E-2,5.550642963E-3,1.184944063E-3
1.121205871E1,1.106054708E-2,-4.820236936E-4,1.756078564E-3
1.124189371E1,6.655092817E-3,4.554652609E-3,4.024856724E-3
1.127172771E1,-3.165216185E-4,2.853036858E-3,-2.493001521E-4
