"Time (s)","X (µT)","Y (µT)","Z (µT)"
2.763009211E2,-1.045850754E1,4.581155396E1,-1.629232407E1
2.763307571E2,-1.126424408E1,4.574557495E1,-1.641897964E1
2.763605941E2,-1.157783890E1,4.542997742E1,-1.639228058E1
2.763904301E2,-1.206858444E1,4.559004211E1,-1.599118042E1
2.764202671E2,-1.140281296E1,4.574581146E1,-1.565939713E1
2.764501031E2,-1.037903690E1,4.585590363E1,-1.521557617E1
2.764799401E2,-9.641076088E0,4.576243591E1,-1.438561630E1
2.765097761E2,-9.236268997E0,4.610181427E1,-1.281842422E1
2.765396131E2,-8.941006660E0,4.666297913E1,-1.201234055E1
2.765694491E2,-8.334088326E0,4.652880096E1,-1.276891708E1
2.765992861E2,-8.722449303E0,4.600170898E1,-1.423311996E1
2.766291221E2,-9.205469131E0,4.557659149E1,-1.556235886E1
2.766589591E2,-9.971785545E0,4.498718262E1,-1.704603195E1
2.766887951E2,-1.077550030E1,4.496593475E1,-1.774082565E1
2.767186321E2,-1.165596581E1,4.496078491E1,-1.797645950E1
2.767484681E2,-1.173292065E1,4.498477936E1,-1.829843903E1
2.767783051E2,-1.191949844E1,4.562229156E1,-1.707780075E1
2.768081411E2,-1.140054893E1,4.616370392E1,-1.609143829E1
2.768379781E2,-1.081928062E1,4.667024994E1,-1.525385666E1
2.768678141E2,-1.003012466E1,4.722897339E1,-1.320623779E1
2.768976511E2,-1.012363911E1,4.818178558E1,-1.105789566E1
2.769274871E2,-1.028114605E1,4.835858154E1,-9.386131287E0
2.769573231E2,-1.107847404E1,4.835843658E1,-8.075836182E0
2.769871601E2,-1.164103985E1,4.843373871E1,-7.182880402E0
2.770169961E2,-1.258480263E1,4.798671722E1,-8.003826141E0
2.770468331E2,-1.325126171E1,4.814175415E1,-8.611457825E0
2.770766691E2,-1.418514442E1,4.798686218E1,-9.926254272E0
2.771065061E2,-1.459784698E1,4.760601807E1,-1.177559280E1
2.771363421E2,-1.500001335E1,4.702486420E1,-1.440921402E1
